ねこをかいたい,1851,152,2000,猫を飼いたい
いぬをかいたい,1851,152,2000,犬を飼いたい
てきかみかたか,1851,325,2000,敵か味方か
せいどがひくい,1851,2423,2000,精度が低い
きかいがとまる,1851,837,2000,機械が止まる
おかしたつみ,842,1851,2000,犯した罪
かたがこる,1851,837,2000,肩がこる
じょうきょうをちゅうし,1887,1841,2000,状況を注視
へんしんまち,1841,1949,2000,返信待ち
かみをなで,1851,701,2000,髪を撫で
こっちにこい,1907,606,2000,こっちに来い
としをとる,1851,837,2000,歳をとる
